Score;Genres;Type;Episodes;Studios;Source
6.57;Action, Sci-Fi, Police, Mecha;OVA;3;AIC;Original
6.57;Action, Adventure, Mystery, Comedy, Seinen;Movie;1;Tokyo Movie Shinsha;Manga
6.57;Comedy;Special;1;Madhouse;Unknown
6.57;Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo;TV;39;Toei Animation;Unknown
6.57;Action, Sci-Fi, Comedy, Drama;TV;13;Group TAC;Original
6.57;Action, Adventure, Comedy, Fantasy, Shounen;Movie;1;Toei Animation;Original
6.57;Action, Romance, Shoujo, Sports;TV;58;Shaft;Manga
6.57;Sci-Fi, Adventure, Comedy, Mecha;TV;31;Unknown;Original
6.57;Harem, Hentai;OVA;2;Unknown;Visual novel
6.57;Comedy, Kids, Slice of Life;TV;52;Nippon Animation;Manga
6.57;Slice of Life, Comedy, School, Seinen;Special;3;Unknown;Manga
6.57;Action, Ecchi, Comedy, Mecha;Special;2;Gonzo;Manga
6.57;Sci-Fi;OVA;1;Production I.G;Unknown
6.57;Comedy, Romance, School, Shoujo Ai;ONA;10;ChuChu;Visual novel
6.57;Hentai;OVA;2;PoRO;Visual novel
6.57;Action, Sci-Fi;OVA;1;8bit;Unknown
6.57;Fantasy, Sci-Fi, Seinen;ONA;1;Studio Hibari;Manga
6.57;Action, Fantasy, Supernatural;Special;2;Toei Animation;Original
6.57;Action, Sci-Fi, Comedy, Super Power, Supernatural, Shounen;TV;12;Xebec;Manga
6.57;Comedy, School, Shoujo Ai;TV;12;Seven;4-koma manga
6.57;Slice of Life;ONA;1;A-1 Pictures;Original
6.57;Adventure, Comedy, Horror, Supernatural, Shounen;Special;3;Tatsunoko Production;Unknown
6.57;Music, Slice of Life, Shoujo;TV;13;Zexcs;Novel
6.57;Action, Historical, Samurai;TV;12;TYO Animations;Game
6.57;Slice of Life, Comedy, Kids, School;Movie;1;Nippon Animation;Manga
6.57;Drama, Shoujo;OVA;1;Unknown;Manga
6.57;Hentai;OVA;2;BreakBottle;Visual novel
6.57;Drama, Romance, School;TV;12;LIDENFILMS;Manga
6.57;Magic, Supernatural;Special;1;White Fox;Original
6.57;Adventure, Super Power, Supernatural, Romance, Fantasy;ONA;15;Unknown;Web manga
6.57;Action, Sci-Fi, Drama;ONA;12;Studio Kai;Manga
6.57;Ecchi, School;ONA;12;Yokohama Animation Lab;Original
6.57;Action, Sci-Fi, Mystery, Police;ONA;9;Studio Pierrot;Original
6.57;Action, Slice of Life, Comedy, Drama, Ecchi, Fantasy;ONA;14;BigFireBird Animation;Manga
6.56;Comedy, Drama, Romance, Slice of Life;TV;13;Zexcs;Visual novel
6.56;Action, Hentai, Police, Drama;OVA;2;Arms;Original
6.56;Shounen, Sports;TV;13;TMS Entertainment;Web manga
6.56;Comedy, Ecchi, Slice of Life;TV;12;Gainax, Shaft;Manga
6.56;Comedy, Magic, Sci-Fi, Shounen;OVA;2;J.C.Staff;Original
6.56;Drama, Romance, Sci-Fi;OVA;2;Unknown;Visual novel
6.56;Fantasy, Magic, Comedy, Harem, Romance;TV;12;Tokyo Kids;Original
6.56;Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi;Special;1;Bee Train;Original
6.56;Adventure, Kids, Shounen;TV;52;Mushi Production;Manga
6.56;Action, Adventure, Military, Sci-Fi, Space;TV;13;Vega Entertainment;Game
6.56;Action, Mecha, Sci-Fi;TV;26;Production I.G;Unknown
6.56;Mystery, Super Power, Supernatural, Drama;OVA;12;Kitty Films;Novel
6.56;Action, Comedy, Mecha, Sci-Fi, Space;OVA;4;Madhouse;Original
6.56;Action, Comedy, Police, Shounen;Special;1;Studio Deen;Manga
6.56;Supernatural, Drama, Romance;TV;26;Studio Deen;Visual novel
6.56;Slice of Life, Comedy, Sports, Romance, School, Shoujo;OVA;5;Youmex;Manga
6.56;Adventure, Mecha, Sci-Fi, Shoujo;TV;26;Production Reed;Original
6.56;Comedy, Drama;TV;53;Unknown;Original
6.56;Adventure, Magic, Comedy;TV;52;Madhouse;Other
6.56;Hentai, School;OVA;2;AT-2;Visual novel
6.56;Comedy, Supernatural, Romance, Fantasy, Josei, Shounen Ai;Special;6;J.C.Staff;Manga
6.56;Slice of Life, Comedy, Romance, School;TV;95;Toei Animation;Manga
6.56;Hentai, Fantasy;OVA;4;Unknown;Visual novel
6.56;Adventure, Comedy, Fantasy, Supernatural;TV;51;Studio Pierrot;Game
6.56;Kids, Drama;TV;26;Nippon Animation;Unknown
6.56;Slice of Life, Comedy, School;TV;26;Studio Pierrot;Manga
6.56;Hentai;OVA;3;Unknown;Visual novel
6.56;Action, Drama, Military, Sci-Fi, Space;TV;24;Unknown;Original
6.56;Comedy, Parody, Romance;TV;26;Unknown;Unknown
6.56;Music;Music;1;Studio 4�C;Unknown
6.56;Fantasy, Comedy, Supernatural;Special;1;Zexcs;Game
6.56;Comedy, Historical, Parody, Samurai, Seinen;OVA;1;Gathering;4-koma manga
6.56;Ecchi, Comedy;Special;6;Studio Hibari;Unknown
6.56;Adventure, Comedy, Sports;Movie;1;SynergySP;Manga
6.56;Action, Seinen;Special;1;P.A. Works;Visual novel
6.56;Action, Adventure, Fantasy;OVA;2;Kinema Citrus;Game
6.56;Action, Mystery, Horror, Supernatural, Vampire, School;TV;12;Production I.G;Manga
6.56;Action, Comedy, Mecha, Parody, Samurai, Shounen;Special;1;Sunrise;Unknown
6.56;Action, Sci-Fi, Adventure, Comedy, Police;OVA;5;Sunrise;Light novel
6.56;Comedy, School, Shounen;ONA;16;Tatsunoko Production;Unknown
6.56;Comedy;Special;6;Tatsunoko Production;Manga
6.56;Hentai;OVA;1;Unknown;Manga
6.56;Comedy;ONA;24;C-Station;Manga
6.56;Action, Adventure, Fantasy, Game;Special;1;A-1 Pictures;Light novel
6.56;Hentai;OVA;2;BreakBottle;Visual novel
6.56;Sci-Fi, Adventure, Romance, Fantasy, Josei;TV;12;Kinema Citrus;Visual novel
6.56;Comedy, Slice of Life;TV;12;Seven Arcs Pictures;4-koma manga
6.56;Action, Drama, Mecha, Music, Sci-Fi;Music;1;Khara;Original
6.56;Action, Adventure, Fantasy, Kids;Special;1;OLM;Original
6.56;Comedy, Parody;Special;6;Unknown;Manga
6.56;Mystery;ONA;1;Unknown;Game
6.56;Harem, Ecchi;Special;6;Production IMS;Light novel
6.56;Magic, Romance, School;ONA;9;Unknown;Web manga
6.56;Hentai, Romance;OVA;1;BOOTLEG;Manga
6.56;Comedy, Slice of Life, Supernatural;TV;24;Madhouse, DLE;Novel
6.39;Hentai;OVA;12;Unknown;Manga
6.56;Magic, Fantasy;ONA;1;Studio Arch Inc.;Original
6.56;Action, Game, Shounen;TV;31;OLM;Original
6.56;Action, Sci-Fi, Drama;ONA;1;Anima;Other
6.56;Music;Music;1;Unknown;Original
6.56;Music;Music;1;Wit Studio;Original
6.55;Sci-Fi, Comedy, Romance, Ecchi, School;TV;24;Madhouse, Imagin;Manga
6.55;Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen;TV;13;Magic Bus;Original
6.55;Harem, Comedy, Drama, Romance, School, Shounen Ai;TV;13;Tokyo Kids;Visual novel
6.55;Action, Drama, Martial Arts, Shounen, Super Power;Movie;1;Plum;Game
6.55;Action, Adventure, Mecha, Sci-Fi, Shounen;TV;50;Sunrise;Original
6.55;Adventure, Comedy, Mecha, Sci-Fi, Shounen;TV;39;Gallop;Unknown
6.55;Drama, Magic, Romance, Shounen;Special;6;TNK;Manga
6.55;Comedy;TV;13;Unknown;Unknown
6.55;Adventure, Comedy, Demons, Historical, Supernatural;Special;11;Gonzo;Manga
6.55;Hentai;OVA;2;Unknown;Visual novel
6.55;Drama, Harem, Music, Romance;TV;13;Seven Arcs;Visual novel
6.55;Adventure, Fantasy, Music;Movie;1;Unknown;Original
6.55;Hentai;OVA;2;Flavors Soft;Manga
6.55;Romance, Slice of Life;TV;164;Eiken;Unknown
6.55;Hentai;OVA;2;Unknown;Manga
6.55;Adventure, Comedy, Kids;Movie;1;TMS Entertainment;Unknown
6.55;Action, Supernatural, Vampire;Special;1;Shaft;Manga
6.55;Comedy, Supernatural, School;Special;4;A-1 Pictures;Original
6.55;Action, Military, Sci-Fi, Drama, Mecha;OVA;2;Xebec;Unknown
6.55;Action, Adventure, Fantasy, Magic, Shounen;Special;1;Zexcs;Unknown
6.55;Historical, Slice of Life;Movie;1;Unknown;Unknown
6.55;Hentai;OVA;2;Unknown;Visual novel
6.55;Comedy, Ecchi, Seinen;TV;13;Xebec;Manga
6.55;Comedy, School, Shounen, Supernatural;TV;22;DLE;Manga
6.55;Music;Music;1;Manglobe;Unknown
6.55;Adventure, Drama, Historical, Mystery, Supernatural;OVA;1;Madhouse;Novel
6.55;Hentai;OVA;2;Studio 9 MAiami;Visual novel
6.55;Music;Music;1;Unknown;Unknown
6.55;Comedy, Music, Slice of Life;OVA;1;Gathering;4-koma manga
6.55;Romance;Special;2;AIC;Visual novel
6.55;Hentai;OVA;2;Unknown;Visual novel
6.55;Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha;TV;12;8bit;Light novel
6.55;Comedy, Kids, Slice of Life;TV;63;Eiken;4-koma manga
6.55;Comedy, School, Shounen, Sports;Special;2;MAPPA;Manga
6.55;Comedy;ONA;5;Kyoto Animation;Light novel
6.55;Music, Shoujo, Sports;Movie;1;Tatsunoko Production, 10Gauge;Game
6.55;Harem, Romance, Shoujo;Special;1;Brain's Base;Novel
6.55;Comedy, Romance;Special;1;Unknown;Light novel
6.55;Comedy;Special;9;A-1 Pictures;Light novel
6.55;Hentai;OVA;2;Unknown;Visual novel
6.55;Action;Special;1;Production I.G, Xebec;Manga
6.55;Slice of Life, Comedy;ONA;60;Lerche;Manga
6.55;Action, Adventure, Drama, Fantasy, Historical, Supernatural;Special;1;SANZIGEN, LIDENFILMS;Manga
6.55;Harem, Hentai, School;OVA;1;Office Takeout;Visual novel
6.55;Ecchi, Fantasy, Magic;Special;1;Seven Arcs Pictures;Original
6.55;Slice of Life, Comedy, School, Shoujo;TV;12;EMT Squared;4-koma manga
6.55;Hentai;OVA;1;Unknown;Visual novel
6.55;Adventure, Historical, Drama, Romance, Martial Arts;ONA;54;Unknown;Original
6.55;Sci-Fi, Comedy, Police, Mecha;Movie;1;Khara;Original
6.55;Action, Comedy, Supernatural, Ecchi;TV;13;Gonzo;Game
6.55;Comedy, School, Slice of Life;TV;12;Diomed�a;Original
6.55;Action;TV;12;Graphinica;Novel
6.55;Adventure, Drama, Mystery, Psychological, Romance, Sci-Fi, Shoujo;ONA;12;Gonzo;Manga
6.55;Music;Music;1;Unknown;Music
6.37;Hentai;OVA;12;Unknown;Visual novel
6.55;Action, Sci-Fi, Space;TV;25;Gonzo;Game
6.55;Slice of Life, Comedy, Historical, Seinen;TV;12;Studio Signpost;Manga
6.55;Hentai;OVA;1;Unknown;Visual novel
6.55;Harem, Comedy, Romance, School;ONA;1;B.CMAY PICTURES;Web manga
6.55;Action, Fantasy;OVA;2;Project No.9;Game
6.55;Music;Music;1;Akatsuki;Original
6.55;Action, Super Power, Drama, Fantasy;Music;1;Madhouse;Game
6.54;Police, Comedy, Romance, Mystery, Shounen Ai;OVA;1;J.C.Staff;Manga
6.54;Action, Drama, Shounen;OVA;3;Arcs Create;Visual novel
6.54;Fantasy, Magic, Romance;TV;11;Unknown;Unknown
6.54;Comedy, Romance, Sci-Fi, Shounen;TV;20;AIC;Radio
6.54;Action, Adventure, Harem, Comedy, Super Power, Magic, Romance, Ecchi, Fantasy, Shounen;OVA;3;Xebec, Production Reed;Manga
6.54;Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen;Special;1;Toei Animation;Manga
6.54;Action, Drama, Fantasy, Romance, Sci-Fi;Movie;1;Kaname Productions, Idol;Original
6.54;Adventure, Drama, Fantasy, Romance;Movie;1;Palm Studio;Unknown
6.54;Action, Adventure, Mecha, Sci-Fi, Shounen;OVA;3;Darts;Original
6.54;Demons, Hentai, Sci-Fi, Super Power;OVA;3;Unknown;Visual novel
6.54;Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen;TV;12;Asread;Visual novel
6.54;Fantasy, Magic, Romance, Supernatural, Demons, Historical, Shoujo;OVA;3;Unknown;Visual novel
6.54;Historical;TV;26;Tezuka Productions;Book
6.54;Kids, Adventure, Fantasy, Comedy, Shounen;Special;1;Unknown;Unknown
6.54;Comedy, Hentai, Sci-Fi, Space;OVA;4;Unknown;Original
6.54;Action, Hentai, Horror, Supernatural;OVA;5;Unknown;Visual novel
6.54;Drama, Fantasy;Special;1;Production I.G;Original
6.54;Sci-Fi, Adventure;Special;10;Gainax;Original
6.54;Action;TV;3;Anpro;Manga
6.54;Comedy, Mecha, Military, Sci-Fi;Special;9;J.C.Staff;Unknown
6.54;Action, Space, Sci-Fi;TV;26;Mushi Production;Unknown
6.54;Adventure, Comedy, Fantasy, Kids;Movie;1;OLM;Game
6.54;Action, Sci-Fi, Adventure, Police, Super Power;TV;26;Tatsunoko Production;Original
6.54;Adventure, Comedy, Ecchi, Fantasy, Magic, School;TV;87;Toei Animation;Manga
6.54;Adventure, Comedy, Fantasy, Kids;Special;1;OLM;Game
6.54;Comedy, Supernatural;TV;108;Toei Animation;Manga
6.54;Hentai;OVA;4;PoRO;Visual novel
6.54;Mystery, Parody;OVA;4;Studio Deen;Original
6.54;Hentai;OVA;2;Y.O.U.C;Visual novel
6.54;Music;Music;1;Manglobe;Unknown
6.54;Music;Music;1;Unknown;Unknown
6.54;Hentai;OVA;2;Office Takeout;Manga
6.54;Military, School, Sports;TV;13;Gainax;Manga
6.54;Music;Music;1;Unknown;Unknown
6.54;Comedy, Music, Slice of Life;Special;6;Gathering;4-koma manga
6.54;Action, Sci-Fi, Police, Mecha;Special;1;Production I.G;Unknown
6.54;Comedy, Demons, Kids, Supernatural;TV;214;OLM;Game
6.54;Action, Adventure, Comedy, Fantasy, Kids;Special;1;Unknown;Unknown
6.54;Comedy, Slice of Life;TV;12;Creators in Pack;4-koma manga
6.54;Action, Game, Adventure, Comedy, Parody;ONA;14;Haoliners Animation League;Game
6.54;Music, Slice of Life, Comedy;TV;13;SANZIGEN, LIDENFILMS;Original
6.54;Music;Special;1;Sunrise;Original
6.54;Comedy, Seinen;Special;2;Kinema Citrus, EMT Squared;Manga
6.54;Drama, Ecchi, Music, Romance, School, Shounen;TV;12;Diomed�a;Manga
6.54;Comedy, Slice of Life;TV;13;Gathering, Lesprit;4-koma manga
6.54;Adventure, Fantasy, Harem;TV;12;SILVER LINK., Connect;Light novel
6.54;Horror, Mystery, Psychological, Supernatural;TV;6;Studio Deen;Original
6.54;Slice of Life, Comedy, Magic, Fantasy;Movie;1;W-Toon Studio;Manga
6.54;Action, Comedy, Magic, Romance, Fantasy;TV;12;SILVER LINK.;Light novel
6.54;Hentai;OVA;1;Unknown;Visual novel
6.54;Action, Adventure, Magic, Fantasy;TV;12;Encourage Films;Game
6.54;Harem, Comedy, Romance, School, Shounen;OVA;1;SILVER LINK.;Manga
6.54;Action, Fantasy, Magic;TV;3;Shaft;Game
6.54;Comedy, Mecha, Sci-Fi, Slice of Life, Space;TV;13;Gonzo;Web manga
6.54;Action, Game, Comedy, Magic;Movie;1;SILVER LINK.;Manga
6.54;Sci-Fi, Drama;Special;1;feel.;Visual novel
6.54;Action, Adventure, Fantasy, Harem;Special;2;Unknown;Light novel
6.54;Super Power, Supernatural;Special;1;J.C.Staff;Manga
6.54;Action, Music;Music;1;Unknown;Original
6.54;Action, Military, Romance, Fantasy;TV;12;SILVER LINK.;Light novel
6.54;Comedy, Romance, School;Special;1;Connect;Light novel
6.54;Music;Special;1;A-1 Pictures;Other
6.54;Music;Music;1;Unknown;Original
6.54;Fantasy, Shounen;Special;1;8bit;Light novel
6.53;Action, Adventure, Fantasy, Horror, Sci-Fi;TV;26;Bee Train;Game
6.53;Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen;TV;12;Production Reed;Original
6.53;Comedy, Demons, Romance, School;TV;13;Xebec;Light novel
6.53;Adventure, Horror, Mecha;TV;48;Studio Pierrot;Original
6.53;Slice of Life, Music, Drama;TV;13;Madhouse;Radio
6.53;Slice of Life, Adventure, Drama;Movie;1;Unknown;Unknown
6.53;Adventure, Historical, Drama, Shoujo;TV;39;Sunrise;Unknown
6.53;Action, Mecha, Sci-Fi, Shounen;TV;48;Sunrise;Original
6.53;Adventure, Comedy, Mecha, Romance;TV;21;Unknown;Original
6.53;Adventure, Drama;Special;1;Toei Animation;Novel
6.53;Action, Mecha, Sci-Fi;TV;43;Sunrise;Unknown
6.53;Action, Fantasy, Hentai, Supernatural;OVA;4;Unknown;Visual novel
6.53;Action, Mecha, Sci-Fi, Shounen;TV;39;Toei Animation;Manga
6.53;Comedy;ONA;13;Kyoto Animation;4-koma manga
6.53;Comedy, Ecchi, Seinen;OVA;2;Xebec;Manga
6.53;Action, Comedy, Parody, Super Power, Demons, Supernatural, Magic, Ecchi;TV;12;Brain's Base;Manga
6.53;Slice of Life, Historical, Drama;Movie;1;Nippon Animation;Unknown
6.53;Hentai;OVA;2;Unknown;Visual novel
6.53;Comedy, School, Slice of Life;TV;13;Seven;4-koma manga
6.53;Music;Music;1;Diomed�a;Manga
6.53;Action, Adventure, Mecha, Sci-Fi;Movie;1;Production I.G, SANZIGEN;Manga
6.53;Music;Movie;1;Unknown;Unknown
6.53;Comedy, Ecchi, Harem, Romance, School;TV;12;SILVER LINK.;Light novel
6.53;Harem, Hentai;OVA;2;Unknown;Visual novel
6.53;Comedy;Special;1;Shaft;4-koma manga
6.53;Game, Sci-Fi, Adventure, Fantasy;TV;12;Telecom Animation Film;Card game
6.53;Comedy, School, Shounen, Sports;Special;2;MAPPA;Manga
6.53;Action, Slice of Life, Adventure, Fantasy, Martial Arts, Comedy, Super Power, Shounen;Special;1;Toei Animation;Manga
6.53;Action, Ecchi, Comedy, Shoujo Ai;Special;1;Diomed�a;Manga
6.53;Adventure, Mystery, Supernatural, Drama;Special;1;A-1 Pictures;Game
6.53;Hentai;OVA;2;PoRO;Visual novel
6.53;Comedy;Movie;1;GoHands;Original
6.53;Slice of Life, Sports;Special;1;Gaina;Original
6.53;Action, Sci-Fi, Comedy, Ecchi;TV;12;Studio Gokumi, AXsiZ;Manga
6.53;Comedy, Parody;Special;7;10Gauge;Manga
6.53;Action, Adventure, Sci-Fi;Movie;1;Polygon Pictures;Original
6.53;Music, Shounen, Vampire;ONA;1;Brain's Base;Manga
6.53;Adventure, Comedy, Romance, Fantasy;TV;12;Studio Flad;Visual novel
6.53;Comedy;ONA;13;Gathering, Lesprit;4-koma manga
6.53;Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen;TV;12;Studio Pierrot, Pierrot Plus;Manga
6.53;Comedy, Slice of Life;TV;13;Gathering, Lesprit;4-koma manga
6.53;Action, Fantasy;Special;1;A-1 Pictures;Light novel
6.53;Sci-Fi, Music, Psychological;Music;1;Unknown;Music
6.53;Adventure, Comedy, Supernatural, Magic, Romance, Fantasy;ONA;16;Haoliners Animation League, Pb Animation Co. Ltd.;Web manga
6.53;Hentai;OVA;2;T-Rex;Digital manga
6.53;Comedy;Movie;1;Fanworks;Other
6.53;Sci-Fi, Slice of Life, Romance, School, Shoujo Ai;Movie;1;Tear Studio;Manga
6.53;Music;Music;1;Unknown;Original
6.53;Ecchi, School;Special;1;Yokohama Animation Lab;Original
6.53;Hentai;OVA;1;Unknown;Manga
6.53;Sci-Fi, Adventure, Mystery, Fantasy, Shoujo Ai;TV;12;LIDENFILMS, Felix Film;Novel
6.53;Drama, Music;Music;1;Unknown;Original
6.52;Action, Drama, Sports;OVA;12;Unknown;Unknown
6.52;Comedy, Drama, Harem, Romance, School, Slice of Life;TV;13;OLM;Visual novel
6.52;Adventure, Comedy, Fantasy, Mecha, Shounen, Supernatural;OVA;7;Gainax;Original
6.52;Comedy, Drama;TV;13;Radix, Chaos Project;Visual novel
6.52;Adventure, Comedy, Shounen;Special;1;Studio Pierrot;Manga
6.52;Adventure, Drama, Magic;Movie;1;Toei Animation;Other
6.52;Action, Adventure, Fantasy, Romance, Sci-Fi;TV;26;Studio Deen;Manga
6.52;Action, Comedy, Mecha, Sci-Fi;TV;26;Sunrise;Original
6.52;Action, Adventure, Comedy, Supernatural, Vampire;TV;26;Unknown;Manga
6.52;Action, Fantasy, Sci-Fi;Movie;1;Studio 4�C;Original
6.52;Action, Adventure, Fantasy, Magic;TV;13;Studio Deen;Game
6.52;Action, Sci-Fi, Adventure, Romance, Mecha;TV;35;Artland;Original
6.52;Magic, Shoujo;OVA;1;Production Reed;Unknown
6.52;Adventure, Drama, Sci-Fi;TV;24;Nippon Animation;Unknown
6.52;Action, Comedy, Super Power, Romance, School;TV;47;Toei Animation;Manga
6.52;Hentai;OVA;2;Kazuki Production;Visual novel
6.52;Hentai, Supernatural;OVA;3;Unknown;Visual novel
6.52;School;TV;50;Eiken;Unknown
6.52;Action, Shounen, Sports;TV;28;Nippon Animation;Manga
6.52;Adventure, Comedy, Mecha;TV;61;Tatsunoko Production;Original
6.52;Historical, Drama;Movie;1;Unknown;Unknown
6.52;Adventure, Comedy, Fantasy, Kids;OVA;2;OLM;Game
6.52;Drama, Hentai, Supernatural;OVA;2;Unknown;Visual novel
6.52;Action, Martial Arts, Historical, Shounen;TV;29;Unknown;Manga
6.52;Action, Adventure, Comedy, Kids, Super Power;OVA;12;Unknown;Other
6.52;Fantasy, Shoujo;TV;13;Yumeta Company;Original
6.52;Drama;ONA;12;Unknown;Unknown
6.52;Fantasy;TV;26;Toei Animation;Unknown
6.52;Drama, Romance;Special;1;Studio Comet, KeyEast, REALTHING;Other
6.52;Ecchi;Special;2;Xebec;Unknown
6.52;Action, Demons, Supernatural;Movie;1;Studio Pierrot;Original
6.52;Drama, Romance, Slice of Life;Special;1;Unknown;Unknown
6.52;Action, Drama, Yaoi;OVA;2;Unknown;Manga
6.52;Comedy, Kids;TV;83;Sunrise;Picture book
6.52;Comedy, Sports, Ecchi, School;TV;12;Xebec;Manga
6.52;Fantasy, Magic, Shoujo;TV;52;Studio Comet;Original
6.52;Action, Comedy, Parody, Romance;TV;13;Unknown;Unknown
6.52;Action, Comedy, Supernatural;Special;10;Asread;Manga
6.52;Music;Movie;1;Ordet;Original
6.52;Military, Comedy, Ecchi, School, Seinen;OVA;1;Xebec;Manga
6.52;Slice of Life;ONA;10;Ordet, Encourage Films;Manga
6.52;Hentai;OVA;1;Unknown;Manga
6.52;Hentai;OVA;1;Unknown;Visual novel
6.52;Comedy, Ecchi, Fantasy, School;TV;12;C-Station;Light novel
6.52;Drama, Music;ONA;1;Unknown;Unknown
6.52;Hentai;OVA;2;BreakBottle;Visual novel
6.52;Action, Game, Shounen;TV;48;TMS Entertainment;Card game
6.52;Action, Comedy, Ecchi;OVA;1;Artland, Hoods Entertainment;Game
6.52;Thriller, Mystery, Sci-Fi;ONA;16;Haoliners Animation League;Web manga
6.52;Action, Comedy, Fantasy;Special;6;Shirogumi, Encourage Films;Original
6.52;Hentai;OVA;1;Studio 1st;Manga
6.52;Sci-Fi, Adventure;TV;12;WAO World;Book
6.52;Music, Sports;ONA;1;P.A. Works;Game
6.52;Action, Game, Fantasy;ONA;1;Unknown;Game
6.52;Comedy, Slice of Life;TV;12;Studio Gokumi, AXsiZ;Manga
6.52;Action, Comedy, Historical, Samurai, Shounen;Movie;1;White Fox;Manga
6.52;Comedy, Parody;ONA;10;KIZAWA Studio;Other
6.52;Action, Adventure, Fantasy, Harem;TV;13;Asread, White Fox;Light novel
6.52;Hentai;OVA;2;Unknown;Manga
6.52;Comedy;Movie;1;Unknown;Original
6.52;Music;TV;13;Children's Playground Entertainment;Music
6.52;Adventure, Fantasy;Movie;1;Signal.MD;Book
6.52;Slice of Life, Comedy;TV;12;HOTZIPANG;Web manga
6.3;Fantasy, Hentai;OVA;12;PoRO;Novel
6.52;Military, Sci-Fi, Comedy, Shounen;Movie;1;Acca effe, Giga Production;Manga
6.52;Slice of Life, Comedy, Kids;TV;13;TMS Entertainment, Gathering;Original
6.52;Action, Music, Supernatural, Magic, Fantasy;ONA;1;Unknown;Light novel
6.52;Action, Seinen;ONA;1;Unknown;Manga
6.52;Slice of Life, Comedy, Fantasy;ONA;10;Typhoon Graphics;Other
6.52;Action, Fantasy;ONA;40;Soyep;Original
6.52;Comedy, Sports;Special;1;Bones;Original
6.51;Action, Comedy, Military, Romance, Shounen;OVA;7;Studio Fantasia;Manga
6.51;Action, Comedy, Mecha, Sci-Fi, Super Power;OVA;1;APPP;Original
6.51;Fantasy, Comedy, Supernatural, Demons, Historical, Shoujo;OVA;2;Unknown;Visual novel
6.51;Adventure, Fantasy;Special;1;Toei Animation;Original
6.51;Music, Drama, Shoujo;Music;1;Madhouse;Manga
6.51;Slice of Life, Drama, Shoujo;Movie;1;Toei Animation;Unknown
6.51;Comedy;TV;51;Unknown;Manga
6.51;Music, Slice of Life, Kids;Music;1;Unknown;Original
6.51;Comedy, Horror;TV;49;Studio Zero, Tokyo Movie;Manga
6.51;Adventure, Fantasy, Kids, Slice of Life;Special;1;Studio Ghibli;Original
6.51;Hentai, Fantasy;OVA;4;Unknown;Visual novel
6.51;Music, Drama;TV;26;Unknown;Manga
6.51;Action, Drama, Mecha, Military, Sci-Fi, Space;Movie;1;Sunrise;Unknown
6.51;Comedy;Special;7;J.C.Staff;Original
6.51;Adventure, Comedy, Fantasy, Kids;Movie;1;OLM;Game
6.51;Adventure;TV;26;Aubec;Novel
6.51;Comedy;OVA;4;Chaos Project;Visual novel
6.51;Action, Mecha, Sci-Fi;OVA;1;Production Reed;Unknown
6.51;Hentai;Special;1;Unknown;Visual novel
6.51;Comedy, Slice of Life;Special;3;Arms;Manga
6.51;Space, Drama, Sci-Fi;Special;1;Toei Animation;Manga
6.51;Drama;Special;1;Shin-Ei Animation;Unknown
6.51;Action, Military, Sci-Fi, Drama, Mecha;OVA;1;Sunrise;Original
6.51;Comedy;Special;9;Kyoto Animation;Original
